,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 16:01:00,1.1555555555555554,-8.333333333333334,-9.933333333333334,-2.5555555555555554,-4.977777777777778,-1.1333333333333333,4.844444444444444,-5.222222222222222,-11.088888888888889,6.488888888888889,1.4,-4.0
2020-09-23 16:02:00,1.2,-8.355555555555556,-10.066666666666666,-2.4444444444444446,-4.977777777777778,-1.0222222222222221,4.733333333333333,-5.266666666666667,-11.177777777777777,6.5777777777777775,1.3555555555555556,-3.9555555555555557
2020-09-23 16:03:00,1.2444444444444445,-8.4,-10.244444444444444,-2.311111111111111,-4.977777777777778,-0.9555555555555556,4.6,-5.311111111111111,-11.266666666666667,6.622222222222222,1.3111111111111111,-3.911111111111111
2020-09-23 16:04:00,1.288888888888889,-8.4,-10.444444444444445,-2.1555555555555554,-5.0,-0.8666666666666667,4.466666666666667,-5.377777777777778,-11.4,6.666666666666667,1.288888888888889,-3.8222222222222224
2020-09-23 16:05:00,1.3111111111111111,-8.444444444444445,-10.644444444444444,-2.022222222222222,-4.977777777777778,-0.8,4.333333333333333,-5.444444444444445,-11.533333333333333,6.711111111111111,1.2666666666666666,-3.7555555555555555
2020-09-23 16:06:00,1.3333333333333333,-8.511111111111111,-10.88888888888889,-1.9111111111111112,-4.977777777777778,-0.7333333333333333,4.222222222222222,-5.533333333333333,-11.666666666666666,6.7555555555555555,1.2,-3.6666666666666665
2020-09-23 16:07:00,1.3111111111111111,-8.533333333333333,-11.133333333333333,-1.8,-4.955555555555556,-0.6444444444444445,4.088888888888889,-5.622222222222222,-11.777777777777779,6.844444444444444,1.1333333333333333,-3.5555555555555554
2020-09-23 16:08:00,1.288888888888889,-8.533333333333333,-11.377777777777778,-1.6888888888888889,-4.888888888888889,-0.5555555555555556,3.977777777777778,-5.711111111111111,-11.911111111111111,6.933333333333334,1.1111111111111112,-3.422222222222222
2020-09-23 16:09:00,1.2666666666666666,-8.488888888888889,-11.6,-1.5555555555555556,-4.822222222222222,-0.4888888888888889,3.888888888888889,-5.822222222222222,-12.044444444444444,7.022222222222222,1.1333333333333333,-3.2666666666666666
2020-09-23 16:10:00,1.2444444444444445,-8.422222222222222,-11.777777777777779,-1.4222222222222223,-4.733333333333333,-0.4444444444444444,3.7777777777777777,-5.911111111111111,-12.177777777777777,7.155555555555556,1.1555555555555554,-3.1555555555555554
2020-09-23 16:11:00,1.2444444444444445,-8.355555555555556,-11.977777777777778,-1.2444444444444445,-4.644444444444445,-0.4444444444444444,3.7111111111111112,-6.022222222222222,-12.266666666666667,7.311111111111111,1.1777777777777778,-3.066666666666667
2020-09-23 16:12:00,1.2666666666666666,-8.28888888888889,-12.177777777777777,-1.0666666666666667,-4.533333333333333,-0.4444444444444444,3.6444444444444444,-6.133333333333334,-12.333333333333334,7.466666666666667,1.1777777777777778,-3.022222222222222
2020-09-23 16:13:00,1.2666666666666666,-8.222222222222221,-12.422222222222222,-0.9333333333333333,-4.444444444444445,-0.4888888888888889,3.533333333333333,-6.288888888888889,-12.377777777777778,7.644444444444445,1.1777777777777778,-2.9555555555555557
2020-09-23 16:14:00,1.2666666666666666,-8.133333333333333,-12.644444444444444,-0.8222222222222222,-4.377777777777778,-0.5111111111111111,3.4444444444444446,-6.444444444444445,-12.377777777777778,7.822222222222222,1.2,-2.888888888888889
2020-09-23 16:15:00,1.3111111111111111,-8.022222222222222,-12.844444444444445,-0.7333333333333333,-4.288888888888889,-0.5333333333333333,3.3777777777777778,-6.5777777777777775,-12.333333333333334,8.0,1.2444444444444445,-2.7777777777777777
2020-09-23 16:16:00,1.3777777777777778,-7.888888888888889,-13.022222222222222,-0.6666666666666666,-4.2,-0.5555555555555556,3.3333333333333335,-6.688888888888889,-12.333333333333334,8.133333333333333,1.2444444444444445,-2.6444444444444444
2020-09-23 16:17:00,1.4444444444444444,-7.711111111111111,-13.177777777777777,-0.6,-4.155555555555556,-0.5777777777777777,3.2888888888888888,-6.777777777777778,-12.311111111111112,8.244444444444444,1.2222222222222223,-2.488888888888889
2020-09-23 16:18:00,1.511111111111111,-7.533333333333333,-13.28888888888889,-0.5555555555555556,-4.066666666666666,-0.5555555555555556,3.2,-6.844444444444444,-12.311111111111112,8.4,1.2222222222222223,-2.3777777777777778
2020-09-23 16:19:00,1.6222222222222222,-7.377777777777778,-13.4,-0.5333333333333333,-4.0,-0.5777777777777777,3.111111111111111,-6.888888888888889,-12.28888888888889,8.511111111111111,1.2222222222222223,-2.2222222222222223
2020-09-23 16:20:00,1.711111111111111,-7.266666666666667,-13.511111111111111,-0.5111111111111111,-3.911111111111111,-0.6,3.022222222222222,-6.933333333333334,-12.244444444444444,8.666666666666666,1.2444444444444445,-2.066666666666667
2020-09-23 16:21:00,1.8,-7.155555555555556,-13.644444444444444,-0.5333333333333333,-3.8444444444444446,-0.6444444444444445,2.933333333333333,-7.022222222222222,-12.222222222222221,8.844444444444445,1.288888888888889,-1.8888888888888888
2020-09-23 16:22:00,1.9111111111111112,-7.044444444444444,-13.8,-0.5777777777777777,-3.8,-0.6888888888888889,2.8444444444444446,-7.133333333333334,-12.155555555555555,8.977777777777778,1.3555555555555556,-1.711111111111111
2020-09-23 16:23:00,2.0444444444444443,-6.933333333333334,-13.977777777777778,-0.6,-3.7777777777777777,-0.6888888888888889,2.8,-7.2444444444444445,-12.066666666666666,9.155555555555555,1.3777777777777778,-1.488888888888889
2020-09-23 16:24:00,2.1333333333333333,-6.866666666666666,-14.155555555555555,-0.6222222222222222,-3.7555555555555555,-0.6888888888888889,2.7555555555555555,-7.333333333333333,-11.977777777777778,9.311111111111112,1.4222222222222223,-1.3111111111111111
2020-09-23 16:25:00,2.2222222222222223,-6.777777777777778,-14.377777777777778,-0.6666666666666666,-3.7555555555555555,-0.6888888888888889,2.7333333333333334,-7.444444444444445,-11.911111111111111,9.488888888888889,1.488888888888889,-1.1333333333333333
2020-09-23 16:26:00,2.3333333333333335,-6.666666666666667,-14.6,-0.7111111111111111,-3.7555555555555555,-0.7333333333333333,2.7333333333333334,-7.555555555555555,-11.822222222222223,9.688888888888888,1.5333333333333334,-0.9777777777777777
2020-09-23 16:27:00,2.488888888888889,-6.533333333333333,-14.777777777777779,-0.7777777777777778,-3.7111111111111112,-0.8,2.7333333333333334,-7.666666666666667,-11.755555555555556,9.866666666666667,1.5777777777777777,-0.8222222222222222
2020-09-23 16:28:00,2.6,-6.4,-14.911111111111111,-0.8444444444444444,-3.6666666666666665,-0.8444444444444444,2.688888888888889,-7.777777777777778,-11.688888888888888,10.066666666666666,1.5777777777777777,-0.7111111111111111
2020-09-23 16:29:00,2.7111111111111112,-6.266666666666667,-15.088888888888889,-0.8666666666666667,-3.6,-0.8666666666666667,2.6222222222222222,-7.866666666666666,-11.577777777777778,10.28888888888889,1.6,-0.6
2020-09-23 16:30:00,2.8,-6.177777777777778,-15.266666666666667,-0.8444444444444444,-3.511111111111111,-0.8666666666666667,2.577777777777778,-7.955555555555556,-11.444444444444445,10.533333333333333,1.6222222222222222,-0.5111111111111111
2020-09-23 16:31:00,2.888888888888889,-6.088888888888889,-15.422222222222222,-0.8222222222222222,-3.4444444444444446,-0.8666666666666667,2.511111111111111,-8.066666666666666,-11.311111111111112,10.777777777777779,1.6222222222222222,-0.4222222222222222
2020-09-23 16:32:00,2.977777777777778,-6.0,-15.555555555555555,-0.8,-3.422222222222222,-0.8444444444444444,2.4444444444444446,-8.177777777777777,-11.2,11.022222222222222,1.6222222222222222,-0.3333333333333333
2020-09-23 16:33:00,3.066666666666667,-5.911111111111111,-15.644444444444444,-0.8,-3.422222222222222,-0.8222222222222222,2.3777777777777778,-8.266666666666667,-11.066666666666666,11.244444444444444,1.6666666666666667,-0.2
2020-09-23 16:34:00,3.1333333333333333,-5.822222222222222,-15.733333333333333,-0.8,-3.3777777777777778,-0.8222222222222222,2.311111111111111,-8.333333333333334,-10.911111111111111,11.444444444444445,1.6888888888888889,-0.06666666666666667
2020-09-23 16:35:00,3.1777777777777776,-5.688888888888889,-15.822222222222223,-0.8,-3.3555555555555556,-0.8222222222222222,2.2666666666666666,-8.4,-10.755555555555556,11.666666666666666,1.711111111111111,0.06666666666666667
2020-09-23 16:36:00,3.2444444444444445,-5.533333333333333,-15.88888888888889,-0.8444444444444444,-3.311111111111111,-0.8,2.2222222222222223,-8.466666666666667,-10.622222222222222,11.911111111111111,1.6888888888888889,0.2222222222222222
2020-09-23 16:37:00,3.311111111111111,-5.355555555555555,-15.933333333333334,-0.8888888888888888,-3.2444444444444445,-0.8,2.1555555555555554,-8.555555555555555,-10.511111111111111,12.177777777777777,1.6222222222222222,0.37777777777777777
2020-09-23 16:38:00,3.3555555555555556,-5.2,-15.955555555555556,-0.9777777777777777,-3.2222222222222223,-0.8,2.088888888888889,-8.6,-10.377777777777778,12.422222222222222,1.5555555555555556,0.5333333333333333
2020-09-23 16:39:00,3.4,-5.022222222222222,-15.933333333333334,-1.0666666666666667,-3.2,-0.7555555555555555,2.022222222222222,-8.644444444444444,-10.222222222222221,12.688888888888888,1.4444444444444444,0.7111111111111111
2020-09-23 16:40:00,3.466666666666667,-4.844444444444444,-15.933333333333334,-1.1777777777777778,-3.2222222222222223,-0.7111111111111111,1.9333333333333333,-8.688888888888888,-10.088888888888889,12.955555555555556,1.3111111111111111,0.8444444444444444
2020-09-23 16:41:00,3.5555555555555554,-4.644444444444445,-15.955555555555556,-1.288888888888889,-3.2888888888888888,-0.6666666666666666,1.8666666666666667,-8.733333333333333,-9.933333333333334,13.244444444444444,1.1333333333333333,0.9777777777777777
2020-09-23 16:42:00,3.6,-4.488888888888889,-16.0,-1.3777777777777778,-3.311111111111111,-0.6222222222222222,1.8,-8.8,-9.8,13.555555555555555,0.9111111111111111,1.1333333333333333
2020-09-23 16:43:00,3.6,-4.377777777777778,-16.022222222222222,-1.488888888888889,-3.2888888888888888,-0.5333333333333333,1.7555555555555555,-8.844444444444445,-9.666666666666666,13.88888888888889,0.6888888888888889,1.288888888888889
2020-09-23 16:44:00,3.6444444444444444,-4.266666666666667,-16.044444444444444,-1.6,-3.2444444444444445,-0.4444444444444444,1.6666666666666667,-8.88888888888889,-9.577777777777778,14.177777777777777,0.4666666666666667,1.4444444444444444
2020-09-23 16:45:00,3.6666666666666665,-4.2,-16.044444444444444,-1.6888888888888889,-3.1777777777777776,-0.37777777777777777,1.6222222222222222,-8.933333333333334,-9.488888888888889,14.466666666666667,0.28888888888888886,1.6444444444444444
2020-09-23 16:46:00,3.7333333333333334,-4.177777777777778,-16.044444444444444,-1.7777777777777777,-3.1333333333333333,-0.3333333333333333,1.5777777777777777,-8.955555555555556,-9.4,14.777777777777779,0.13333333333333333,1.8222222222222222
2020-09-23 16:47:00,3.7777777777777777,-4.155555555555556,-16.044444444444444,-1.9111111111111112,-3.066666666666667,-0.26666666666666666,1.5333333333333334,-8.955555555555556,-9.311111111111112,15.088888888888889,0.022222222222222223,1.9555555555555555
2020-09-23 16:48:00,3.8,-4.133333333333334,-16.022222222222222,-2.0444444444444443,-3.022222222222222,-0.15555555555555556,1.488888888888889,-8.933333333333334,-9.266666666666667,15.4,-0.044444444444444446,2.088888888888889
2020-09-23 16:49:00,3.8222222222222224,-4.111111111111111,-15.955555555555556,-2.2222222222222223,-2.933333333333333,-0.022222222222222223,1.4,-8.88888888888889,-9.2,15.733333333333333,-0.13333333333333333,2.2
2020-09-23 16:50:00,3.8222222222222224,-4.088888888888889,-15.88888888888889,-2.4,-2.8666666666666667,0.1111111111111111,1.3111111111111111,-8.866666666666667,-9.155555555555555,16.044444444444444,-0.24444444444444444,2.311111111111111
2020-09-23 16:51:00,3.8666666666666667,-4.044444444444444,-15.8,-2.533333333333333,-2.7777777777777777,0.2222222222222222,1.2444444444444445,-8.844444444444445,-9.088888888888889,16.355555555555554,-0.3333333333333333,2.422222222222222
2020-09-23 16:52:00,3.933333333333333,-4.0,-15.71111111111111,-2.6666666666666665,-2.688888888888889,0.3333333333333333,1.1777777777777778,-8.844444444444445,-9.044444444444444,16.666666666666668,-0.4,2.533333333333333
2020-09-23 16:53:00,4.0,-3.977777777777778,-15.644444444444444,-2.8222222222222224,-2.6222222222222222,0.4666666666666667,1.1111111111111112,-8.844444444444445,-8.977777777777778,17.022222222222222,-0.4888888888888889,2.6
2020-09-23 16:54:00,4.088888888888889,-3.977777777777778,-15.555555555555555,-2.977777777777778,-2.6,0.6222222222222222,1.0,-8.822222222222223,-8.955555555555556,17.377777777777776,-0.6222222222222222,2.6222222222222222
2020-09-23 16:55:00,4.222222222222222,-3.977777777777778,-15.466666666666667,-3.1333333333333333,-2.6222222222222222,0.7777777777777778,0.8666666666666667,-8.777777777777779,-8.933333333333334,17.68888888888889,-0.7555555555555555,2.6666666666666665
2020-09-23 16:56:00,4.333333333333333,-3.977777777777778,-15.355555555555556,-3.311111111111111,-2.6666666666666665,0.9777777777777777,0.7111111111111111,-8.733333333333333,-8.933333333333334,17.977777777777778,-0.8888888888888888,2.688888888888889
2020-09-23 16:57:00,4.466666666666667,-3.933333333333333,-15.244444444444444,-3.488888888888889,-2.7111111111111112,1.2,0.5777777777777777,-8.733333333333333,-8.977777777777778,18.22222222222222,-1.0222222222222221,2.7111111111111112
2020-09-23 16:58:00,4.6,-3.888888888888889,-15.088888888888889,-3.6222222222222222,-2.7111111111111112,1.4666666666666666,0.4888888888888889,-8.688888888888888,-9.022222222222222,18.466666666666665,-1.1777777777777778,2.7111111111111112
2020-09-23 16:59:00,4.777777777777778,-3.8222222222222224,-14.955555555555556,-3.7555555555555555,-2.7333333333333334,1.7333333333333334,0.37777777777777777,-8.688888888888888,-9.11111111111111,18.68888888888889,-1.3555555555555556,2.6666666666666665
2020-09-23 17:00:00,4.911111111111111,-3.7555555555555555,-14.844444444444445,-3.8444444444444446,-2.7333333333333334,2.0,0.26666666666666666,-8.71111111111111,-9.222222222222221,18.933333333333334,-1.5555555555555556,2.6222222222222222
2020-09-23 17:01:00,5.0,-3.6666666666666665,-14.71111111111111,-3.911111111111111,-2.7111111111111112,2.2222222222222223,0.17777777777777778,-8.733333333333333,-9.333333333333334,19.177777777777777,-1.7333333333333334,2.5555555555555554
2020-09-23 17:02:00,5.066666666666666,-3.577777777777778,-14.6,-3.977777777777778,-2.688888888888889,2.4444444444444446,0.044444444444444446,-8.755555555555556,-9.466666666666667,19.444444444444443,-1.9111111111111112,2.4444444444444446
2020-09-23 17:03:00,5.088888888888889,-3.511111111111111,-14.511111111111111,-4.022222222222222,-2.6666666666666665,2.6222222222222222,-0.08888888888888889,-8.777777777777779,-9.6,19.666666666666668,-2.1333333333333333,2.3333333333333335
2020-09-23 17:04:00,5.088888888888889,-3.422222222222222,-14.4,-4.044444444444444,-2.6666666666666665,2.8222222222222224,-0.24444444444444444,-8.822222222222223,-9.777777777777779,19.91111111111111,-2.4,2.2222222222222223
2020-09-23 17:05:00,5.088888888888889,-3.2888888888888888,-14.244444444444444,-4.022222222222222,-2.688888888888889,3.0444444444444443,-0.35555555555555557,-8.866666666666667,-9.933333333333334,20.155555555555555,-2.6444444444444444,2.1333333333333333
2020-09-23 17:06:00,5.088888888888889,-3.1555555555555554,-14.066666666666666,-4.0,-2.7333333333333334,3.2666666666666666,-0.4666666666666667,-8.866666666666667,-10.044444444444444,20.4,-2.888888888888889,2.0
2020-09-23 17:07:00,5.088888888888889,-3.0444444444444443,-13.866666666666667,-3.977777777777778,-2.7333333333333334,3.511111111111111,-0.6,-8.844444444444445,-10.155555555555555,20.644444444444446,-3.1333333333333333,1.8444444444444446
2020-09-23 17:08:00,5.044444444444444,-2.911111111111111,-13.644444444444444,-3.977777777777778,-2.7333333333333334,3.7333333333333334,-0.7333333333333333,-8.777777777777779,-10.311111111111112,20.88888888888889,-3.3777777777777778,1.6444444444444444
2020-09-23 17:09:00,5.044444444444444,-2.7333333333333334,-13.377777777777778,-4.0,-2.7777777777777777,3.933333333333333,-0.8888888888888888,-8.733333333333333,-10.444444444444445,21.11111111111111,-3.6222222222222222,1.4666666666666666
2020-09-23 17:10:00,5.044444444444444,-2.577777777777778,-13.088888888888889,-4.0,-2.8444444444444446,4.177777777777778,-1.0666666666666667,-8.71111111111111,-10.533333333333333,21.333333333333332,-3.8444444444444446,1.2666666666666666
2020-09-23 17:11:00,5.022222222222222,-2.4,-12.822222222222223,-4.0,-2.8666666666666667,4.4222222222222225,-1.2666666666666666,-8.688888888888888,-10.644444444444444,21.57777777777778,-4.066666666666666,1.1111111111111112
2020-09-23 17:12:00,4.955555555555556,-2.2444444444444445,-12.555555555555555,-4.022222222222222,-2.888888888888889,4.711111111111111,-1.4444444444444444,-8.71111111111111,-10.733333333333333,21.844444444444445,-4.266666666666667,0.9333333333333333
2020-09-23 17:13:00,4.933333333333334,-2.088888888888889,-12.333333333333334,-4.044444444444444,-2.933333333333333,4.977777777777778,-1.5777777777777777,-8.71111111111111,-10.8,22.133333333333333,-4.466666666666667,0.7777777777777778
2020-09-23 17:14:00,4.888888888888889,-1.9777777777777779,-12.088888888888889,-4.066666666666666,-3.0,5.222222222222222,-1.711111111111111,-8.688888888888888,-10.88888888888889,22.377777777777776,-4.666666666666667,0.6222222222222222
2020-09-23 17:15:00,4.822222222222222,-1.8222222222222222,-11.822222222222223,-4.111111111111111,-3.066666666666667,5.466666666666667,-1.8444444444444446,-8.688888888888888,-10.977777777777778,22.6,-4.844444444444444,0.4666666666666667
2020-09-23 17:16:00,4.7555555555555555,-1.6888888888888889,-11.6,-4.111111111111111,-3.1333333333333333,5.711111111111111,-1.9555555555555555,-8.666666666666666,-11.022222222222222,22.822222222222223,-5.022222222222222,0.26666666666666666
2020-09-23 17:17:00,4.666666666666667,-1.5333333333333334,-11.422222222222222,-4.133333333333334,-3.1777777777777776,5.955555555555556,-2.022222222222222,-8.6,-11.044444444444444,23.022222222222222,-5.222222222222222,0.08888888888888889
2020-09-23 17:18:00,4.6,-1.3333333333333333,-11.266666666666667,-4.111111111111111,-3.2444444444444445,6.2,-2.066666666666667,-8.555555555555555,-11.044444444444444,23.22222222222222,-5.4222222222222225,-0.08888888888888889
2020-09-23 17:19:00,4.533333333333333,-1.1333333333333333,-11.11111111111111,-4.111111111111111,-3.3333333333333335,6.444444444444445,-2.088888888888889,-8.511111111111111,-11.066666666666666,23.444444444444443,-5.622222222222222,-0.28888888888888886
2020-09-23 17:20:00,4.488888888888889,-0.9333333333333333,-10.911111111111111,-4.088888888888889,-3.4444444444444446,6.688888888888889,-2.088888888888889,-8.466666666666667,-11.11111111111111,23.644444444444446,-5.8,-0.4888888888888889
2020-09-23 17:21:00,4.466666666666667,-0.7555555555555555,-10.71111111111111,-4.022222222222222,-3.6,6.888888888888889,-2.088888888888889,-8.4,-11.11111111111111,23.844444444444445,-5.977777777777778,-0.6888888888888889
2020-09-23 17:22:00,4.444444444444445,-0.6222222222222222,-10.511111111111111,-3.911111111111111,-3.7555555555555555,7.088888888888889,-2.088888888888889,-8.311111111111112,-11.066666666666666,24.022222222222222,-6.133333333333334,-0.8666666666666667
2020-09-23 17:23:00,4.4222222222222225,-0.4888888888888889,-10.28888888888889,-3.7777777777777777,-3.888888888888889,7.266666666666667,-2.066666666666667,-8.222222222222221,-11.044444444444444,24.244444444444444,-6.288888888888889,-1.0444444444444445
2020-09-23 17:24:00,4.4,-0.4,-10.11111111111111,-3.6666666666666665,-4.0,7.4222222222222225,-2.066666666666667,-8.155555555555555,-11.044444444444444,24.466666666666665,-6.444444444444445,-1.2444444444444445
2020-09-23 17:25:00,4.355555555555555,-0.3111111111111111,-9.911111111111111,-3.5555555555555554,-4.066666666666666,7.555555555555555,-2.022222222222222,-8.088888888888889,-11.022222222222222,24.666666666666668,-6.6,-1.4222222222222223
2020-09-23 17:26:00,4.266666666666667,-0.2,-9.71111111111111,-3.4,-4.088888888888889,7.688888888888889,-2.0,-7.977777777777778,-10.977777777777778,24.822222222222223,-6.7555555555555555,-1.5777777777777777
2020-09-23 17:27:00,4.222222222222222,-0.06666666666666667,-9.511111111111111,-3.2888888888888888,-4.133333333333334,7.777777777777778,-1.9333333333333333,-7.844444444444444,-10.88888888888889,24.955555555555556,-6.866666666666666,-1.7555555555555555
2020-09-23 17:28:00,4.2,0.1111111111111111,-9.311111111111112,-3.1777777777777776,-4.2,7.822222222222222,-1.8666666666666667,-7.733333333333333,-10.8,25.066666666666666,-6.977777777777778,-1.9333333333333333
2020-09-23 17:29:00,4.177777777777778,0.28888888888888886,-9.066666666666666,-3.111111111111111,-4.311111111111111,7.888888888888889,-1.7555555555555555,-7.6,-10.71111111111111,25.177777777777777,-7.111111111111111,-2.1333333333333333
2020-09-23 17:30:00,4.177777777777778,0.4888888888888889,-8.822222222222223,-3.022222222222222,-4.4222222222222225,7.977777777777778,-1.6666666666666667,-7.444444444444445,-10.622222222222222,25.266666666666666,-7.288888888888889,-2.3777777777777778
2020-09-23 17:31:00,4.133333333333334,0.7333333333333333,-8.622222222222222,-2.933333333333333,-4.511111111111111,8.044444444444444,-1.6,-7.288888888888889,-10.533333333333333,25.333333333333332,-7.488888888888889,-2.6222222222222222
2020-09-23 17:32:00,4.111111111111111,0.9333333333333333,-8.4,-2.8222222222222224,-4.6,8.11111111111111,-1.488888888888889,-7.155555555555556,-10.466666666666667,25.377777777777776,-7.711111111111111,-2.8444444444444446
2020-09-23 17:33:00,4.111111111111111,1.1111111111111112,-8.2,-2.7333333333333334,-4.644444444444445,8.177777777777777,-1.4,-7.022222222222222,-10.4,25.444444444444443,-7.955555555555556,-3.088888888888889
2020-09-23 17:34:00,4.133333333333334,1.2444444444444445,-8.022222222222222,-2.6444444444444444,-4.688888888888889,8.222222222222221,-1.2666666666666666,-6.911111111111111,-10.311111111111112,25.488888888888887,-8.2,-3.3555555555555556
2020-09-23 17:35:00,4.155555555555556,1.4222222222222223,-7.866666666666666,-2.511111111111111,-4.733333333333333,8.28888888888889,-1.1555555555555554,-6.777777777777778,-10.222222222222221,25.555555555555557,-8.466666666666667,-3.6
2020-09-23 17:36:00,4.133333333333334,1.6,-7.711111111111111,-2.4,-4.7555555555555555,8.355555555555556,-1.0666666666666667,-6.622222222222222,-10.11111111111111,25.622222222222224,-8.755555555555556,-3.8666666666666667
2020-09-23 17:37:00,4.111111111111111,1.7555555555555555,-7.533333333333333,-2.2444444444444445,-4.822222222222222,8.4,-0.9777777777777777,-6.4222222222222225,-10.0,25.666666666666668,-9.044444444444444,-4.133333333333334
2020-09-23 17:38:00,4.111111111111111,1.9555555555555555,-7.333333333333333,-2.066666666666667,-4.866666666666666,8.466666666666667,-0.8888888888888888,-6.2,-9.911111111111111,25.711111111111112,-9.355555555555556,-4.355555555555555
2020-09-23 17:39:00,4.066666666666666,2.1777777777777776,-7.155555555555556,-1.9111111111111112,-4.911111111111111,8.488888888888889,-0.7777777777777778,-6.0,-9.8,25.733333333333334,-9.666666666666666,-4.533333333333333
2020-09-23 17:40:00,4.022222222222222,2.3777777777777778,-6.977777777777778,-1.711111111111111,-4.911111111111111,8.555555555555555,-0.6222222222222222,-5.8,-9.688888888888888,25.755555555555556,-9.955555555555556,-4.688888888888889
2020-09-23 17:41:00,4.022222222222222,2.6,-6.822222222222222,-1.488888888888889,-4.933333333333334,8.577777777777778,-0.4666666666666667,-5.5777777777777775,-9.6,25.77777777777778,-10.266666666666667,-4.822222222222222
2020-09-23 17:42:00,3.977777777777778,2.8222222222222224,-6.688888888888889,-1.288888888888889,-4.977777777777778,8.6,-0.3333333333333333,-5.355555555555555,-9.511111111111111,25.8,-10.533333333333333,-4.933333333333334
2020-09-23 17:43:00,3.9555555555555557,3.0444444444444443,-6.5777777777777775,-1.0888888888888888,-5.022222222222222,8.622222222222222,-0.2222222222222222,-5.177777777777778,-9.466666666666667,25.822222222222223,-10.822222222222223,-5.022222222222222
2020-09-23 17:44:00,3.933333333333333,3.2444444444444445,-6.4222222222222225,-0.8888888888888888,-5.066666666666666,8.644444444444444,-0.1111111111111111,-5.0,-9.422222222222222,25.866666666666667,-11.088888888888889,-5.066666666666666
2020-09-23 17:45:00,3.9555555555555557,3.4444444444444446,-6.2444444444444445,-0.7111111111111111,-5.155555555555556,8.688888888888888,0.022222222222222223,-4.822222222222222,-9.4,25.88888888888889,-11.333333333333334,-5.155555555555556
2020-09-23 17:46:00,4.022222222222222,3.6222222222222222,-6.066666666666666,-0.5333333333333333,-5.2444444444444445,8.733333333333333,0.1111111111111111,-4.688888888888889,-9.355555555555556,25.955555555555556,-11.577777777777778,-5.222222222222222
2020-09-23 17:47:00,4.088888888888889,3.7777777777777777,-5.844444444444444,-0.37777777777777777,-5.288888888888889,8.733333333333333,0.2,-4.555555555555555,-9.311111111111112,26.0,-11.844444444444445,-5.266666666666667
2020-09-23 17:48:00,4.177777777777778,3.911111111111111,-5.6,-0.24444444444444444,-5.355555555555555,8.777777777777779,0.3111111111111111,-4.4,-9.266666666666667,26.066666666666666,-12.11111111111111,-5.311111111111111
2020-09-23 17:49:00,4.2444444444444445,4.044444444444444,-5.377777777777778,-0.15555555555555556,-5.4222222222222225,8.8,0.4444444444444444,-4.2,-9.2,26.11111111111111,-12.377777777777778,-5.377777777777778
2020-09-23 17:50:00,4.288888888888889,4.155555555555556,-5.177777777777778,-0.06666666666666667,-5.466666666666667,8.8,0.5555555555555556,-4.022222222222222,-9.177777777777777,26.155555555555555,-12.644444444444444,-5.488888888888889
2020-09-23 17:51:00,4.333333333333333,4.311111111111111,-5.022222222222222,0.06666666666666667,-5.511111111111111,8.8,0.6666666666666666,-3.8666666666666667,-9.155555555555555,26.22222222222222,-12.911111111111111,-5.555555555555555
2020-09-23 17:52:00,4.377777777777778,4.466666666666667,-4.866666666666666,0.17777777777777778,-5.6,8.755555555555556,0.8,-3.7111111111111112,-9.177777777777777,26.333333333333332,-13.2,-5.6
2020-09-23 17:53:00,4.4222222222222225,4.6,-4.711111111111111,0.26666666666666666,-5.711111111111111,8.688888888888888,0.9333333333333333,-3.5555555555555554,-9.177777777777777,26.4,-13.488888888888889,-5.622222222222222
2020-09-23 17:54:00,4.444444444444445,4.711111111111111,-4.555555555555555,0.3333333333333333,-5.822222222222222,8.622222222222222,1.0666666666666667,-3.4,-9.2,26.466666666666665,-13.777777777777779,-5.622222222222222
2020-09-23 17:55:00,4.466666666666667,4.866666666666666,-4.377777777777778,0.35555555555555557,-5.888888888888889,8.555555555555555,1.2444444444444445,-3.2222222222222223,-9.266666666666667,26.533333333333335,-14.11111111111111,-5.5777777777777775
2020-09-23 17:56:00,4.533333333333333,5.0,-4.177777777777778,0.4,-5.955555555555556,8.533333333333333,1.4444444444444444,-3.088888888888889,-9.355555555555556,26.555555555555557,-14.444444444444445,-5.5777777777777775
2020-09-23 17:57:00,4.622222222222222,5.133333333333334,-4.0,0.4888888888888889,-6.044444444444444,8.511111111111111,1.6444444444444444,-2.933333333333333,-9.488888888888889,26.57777777777778,-14.777777777777779,-5.533333333333333
2020-09-23 17:58:00,4.666666666666667,5.311111111111111,-3.8222222222222224,0.5333333333333333,-6.111111111111111,8.511111111111111,1.8,-2.7777777777777777,-9.6,26.555555555555557,-15.088888888888889,-5.511111111111111
2020-09-23 17:59:00,4.733333333333333,5.533333333333333,-3.6666666666666665,0.5555555555555556,-6.177777777777778,8.511111111111111,1.9333333333333333,-2.6666666666666665,-9.71111111111111,26.555555555555557,-15.444444444444445,-5.511111111111111
2020-09-23 18:00:00,4.822222222222222,5.7555555555555555,-3.5555555555555554,0.6,-6.222222222222222,8.533333333333333,2.088888888888889,-2.5555555555555554,-9.866666666666667,26.555555555555557,-15.8,-5.511111111111111
